Item Name,Category,Brand Name,Device Age,Device Condition,Material Recovery Rate,Device Type,Year of Manufacture,Market Value of Metals,Cost of Recovery,Profit,Gold (g),Aluminum (g),Silver (g),Carbon (g),Platinum (g),Rhodium (g),Nickel (g),Tin (g),Lithium (g),Current Metal Value ($),Recycling Score
Nintendo Switch,Cat2,Panasonic,30,Good,94.59,Appliance,2023,566.16,26.73,539.43,2.81,36.7,1.73,8.79,0.15,0.43,12.37,4.0,6.88,394.52902,4
Denon AV Receiver,Cat2,Sony,2,Good,53.53,Consumer Electronics,2019,570.97,28.86,542.11,4.57,49.69,2.21,6.55,0.57,0.74,9.32,4.92,0.02,680.7449469999999,4
Apple Watch Series 6,Cat4,Samsung,5,Average,88.94,Consumer Electronics,2005,198.53,11.94,186.59,0.32,22.1,1.48,2.18,0.58,0.23,6.57,0.73,0.53,179.65304799999998,4
Roku Ultra,Cat1,Lenovo,29,Average,89.82,IT Equipment,2016,413.04,43.64,369.4,1.53,46.43,1.64,3.04,0.9,0.8,3.58,3.69,2.97,583.277749,3
Toshiba Fire TV,Cat3,Toshiba,3,Average,68.47,IT Equipment,1998,373.75,41.72,332.03,0.65,14.19,1.86,3.45,1.28,0.66,1.24,1.92,6.09,480.466727,5
Sony Bravia TV,Cat4,LG,17,Broken,69.87,Appliance,2009,283.77,31.17,252.6,0.06,28.62,0.94,5.49,0.28,0.92,1.75,0.22,3.81,546.1305619999999,4
Oculus Quest 2,Cat1,HP,7,Broken,81.18,IT Equipment,2021,492.66,47.26,445.4,1.52,21.79,2.73,5.38,0.38,0.92,6.68,3.33,4.68,624.455423,3
HP Spectre,Cat2,Dell,28,Broken,72.31,Consumer Electronics,1991,578.32,20.93,557.39,4.76,18.02,1.13,3.69,0.3,0.48,7.24,4.94,5.47,526.453184,4
Lenovo Yoga,Cat1,Samsung,17,Broken,61.62,Consumer Electronics,2001,367.34,47.29,320.05,0.58,19.14,1.02,8.24,0.33,0.9,8.46,4.14,1.95,562.9053540000001,3
iPhone 11,Cat1,Lenovo,6,Broken,84.24,Consumer Electronics,2006,408.83,5.3,403.53,0.76,7.6,1.48,4.27,0.32,0.5,12.23,1.36,5.57,342.61255600000004,3
Oculus Quest 2,Cat2,HP,11,Broken,93.57,Appliance,2007,446.36,24.75,421.61,3.16,31.58,1.84,2.66,0.48,0.11,6.75,3.28,5.07,245.82657799999998,4
Toshiba Fire TV,Cat3,Samsung,7,Average,69.01,Appliance,2019,577.33,36.87,540.46,3.44,41.71,1.68,9.79,0.29,0.92,3.59,3.14,6.64,713.5793789999999,5
Xbox Series X,Cat1,Panasonic,27,Average,65.2,Consumer Electronics,1990,325.12,5.13,319.99,1.58,22.57,2.35,3.72,0.04,0.21,4.72,3.33,3.44,201.98939299999998,3
Galaxy S21,Cat4,Sony,27,Broken,54.05,IT Equipment,2022,475.47,7.48,467.99,3.59,20.54,0.45,2.03,1.28,0.08,11.88,0.58,5.01,291.8223079999999,4
Amazon Echo,Cat2,Toshiba,25,Broken,53.1,IT Equipment,1998,498.49,24.97,473.52,2.6,32.48,0.75,0.7,0.81,0.98,6.29,4.32,3.23,733.706162,4
Fire TV Stick,Cat1,Panasonic,10,Average,56.69,Consumer Electronics,2014,351.19,39.4,311.79,2.52,40.66,1.51,9.24,1.1,0.08,8.77,2.87,0.48,229.80184200000002,3
GoPro Hero 9,Cat4,Panasonic,5,Average,84.08,IT Equipment,2012,372.86,37.34,335.52,0.83,4.87,2.54,1.93,0.71,0.33,8.86,3.18,4.01,269.96978299999995,4
JBL Charge 4,Cat4,Sony,8,Good,93.21,IT Equipment,2024,364.61,14.71,349.9,1.5,40.05,2.67,7.57,0.34,0.7,6.28,0.89,0.81,494.842709,4
Samsung Galaxy Watch 3,Cat2,Philips,9,Average,68.51,Appliance,2020,355.9,43.27,312.63,2.35,21.24,1.06,8.18,1.25,0.15,8.44,2.83,1.63,269.398278,4
Surface Pro 7,Cat3,HP,19,Good,78.42,Consumer Electronics,2011,458.8,17.86,440.94,1.66,36.63,2.57,9.67,0.63,0.26,11.84,3.75,4.25,266.532495,5
Fitbit Versa 3,Cat1,Dell,27,Good,71.15,Appliance,2012,425.25,5.8,419.45,3.0,2.01,2.01,1.6,0.96,0.46,2.86,4.26,3.16,464.0288309999999,3
Yamaha Receiver,Cat1,Lenovo,12,Average,50.02,IT Equipment,2012,286.5,37.97,248.53,1.58,25.27,2.64,4.15,1.95,0.01,1.22,4.18,1.12,189.634923,3
iPhone 11,Cat3,HP,3,Average,85.44,IT Equipment,1992,350.89,14.33,336.56,1.24,12.14,0.02,2.92,0.23,0.35,11.59,3.08,4.09,274.477358,5
iPhone 11,Cat1,Lenovo,21,Good,60.83,Consumer Electronics,2017,390.51,49.19,341.32,4.05,1.42,2.26,1.01,0.77,0.21,4.28,1.6,1.02,362.09380999999996,3
ThinkPad X1,Cat2,Panasonic,20,Broken,71.59,Appliance,2000,357.24,45.73,311.51,0.32,36.96,1.85,4.96,1.07,0.54,12.21,4.59,0.18,383.90216399999997,4
Dell XPS 13,Cat3,Samsung,15,Average,91.06,IT Equipment,2024,550.91,48.45,502.46,3.87,44.25,1.48,8.24,0.32,0.74,13.16,3.93,0.65,632.6184030000001,5
Sony Alpha A7,Cat4,Toshiba,18,Average,79.3,Appliance,2004,357.56,40.63,316.93,0.34,11.75,1.33,8.85,1.48,0.79,0.38,0.92,6.28,550.1178970000001,4
Fire TV Stick,Cat4,Apple,13,Good,79.98,IT Equipment,2001,575.51,24.16,551.35,4.19,11.4,1.81,1.52,1.82,0.5,5.18,3.47,5.28,591.6428920000001,4
Samsung Blu-ray Player,Cat2,Dell,17,Average,87.24,IT Equipment,2017,465.68,49.6,416.08,1.33,3.35,1.9,0.4,1.25,0.96,2.61,3.49,5.72,684.1817289999999,4
Toshiba Fire TV,Cat4,HP,17,Average,88.42,IT Equipment,2021,454.62,16.26,438.36,3.48,15.0,0.22,6.78,1.57,0.78,4.68,0.72,2.48,702.558272,4
Nintendo Switch,Cat3,Panasonic,27,Broken,83.75,Appliance,2022,493.78,31.6,462.18,2.73,1.68,1.15,1.13,0.03,0.4,12.4,3.92,5.56,366.425262,5
Pioneer AV Receiver,Cat4,Apple,14,Good,62.08,Appliance,1996,294.78,44.67,250.11,2.31,12.89,1.9,0.47,0.08,0.31,5.33,1.18,0.68,296.715293,4
Galaxy S21,Cat1,LG,26,Good,83.79,Appliance,1990,376.58,10.75,365.83,1.18,27.65,0.81,1.51,1.85,0.85,5.38,0.5,2.12,644.9880750000001,3
Apple Watch Series 6,Cat3,Toshiba,18,Average,68.37,Appliance,2024,467.36,46.3,421.06,1.34,19.79,0.26,8.01,0.21,0.82,14.77,1.12,4.82,547.8674669999999,5
Xbox Series X,Cat1,Samsung,21,Good,63.19,IT Equipment,2019,384.63,23.83,360.8,0.83,16.37,2.92,1.04,1.41,0.41,6.61,0.53,4.38,353.51848299999995,3
Ring Doorbell,Cat2,HP,16,Good,66.39,Appliance,2019,400.14,5.11,395.03,1.44,8.22,0.86,5.13,0.88,0.58,3.65,1.65,6.92,451.53911999999997,4
Apple Watch Series 6,Cat4,Apple,28,Broken,87.81,Consumer Electronics,2004,439.23,32.24,406.99,4.63,40.66,1.5,0.31,0.26,0.22,4.64,2.23,2.24,368.80058799999995,4
DJI Mavic Air 2,Cat3,LG,14,Broken,78.96,IT Equipment,2006,314.53,20.48,294.05,1.9,11.62,2.65,9.44,0.22,0.6,0.45,1.86,1.48,450.68999600000006,5
Galaxy Tab S7,Cat2,Philips,28,Broken,77.9,Consumer Electronics,1995,449.91,42.34,407.57,3.57,12.26,0.5,9.32,1.73,0.18,9.31,3.14,2.69,372.03809399999994,4
iPhone 11,Cat3,LG,2,Average,75.02,IT Equipment,1994,308.87,25.58,283.29,0.32,7.32,0.61,0.79,1.72,0.66,6.08,0.7,2.84,486.81237,5
Garmin Forerunner,Cat3,Panasonic,30,Broken,77.72,Consumer Electronics,2003,431.38,19.31,412.07,1.07,47.54,2.96,0.55,1.82,0.37,13.79,1.55,0.98,364.2402200000001,5
Galaxy Tab S7,Cat1,Panasonic,13,Average,57.3,Appliance,2019,526.76,22.62,504.14,3.72,49.64,2.6,6.4,1.02,0.08,6.69,1.87,6.26,285.66074199999997,3
DJI Mavic Air 2,Cat2,Apple,9,Broken,59.95,Consumer Electronics,2018,343.58,41.03,302.55,0.34,33.88,0.18,3.28,0.33,0.79,5.22,0.16,6.13,487.935896,4
Pixel 5,Cat3,Philips,5,Broken,79.32,IT Equipment,2024,550.21,6.86,543.35,4.4,36.56,0.93,4.92,0.42,0.47,12.32,4.5,2.27,509.13707000000005,5
Yamaha Receiver,Cat4,Philips,7,Average,87.94,Appliance,2018,539.95,35.5,504.45,4.61,9.61,0.85,3.49,0.3,0.35,8.3,2.2,6.03,444.43059500000004,4
Bose SoundLink,Cat1,Dell,20,Broken,79.95,Consumer Electronics,2005,503.28,31.26,472.02,4.7,12.28,2.27,9.73,1.11,0.15,11.6,3.58,0.15,377.957198,3
Roku Ultra,Cat2,Dell,20,Broken,85.8,IT Equipment,1990,451.18,9.0,442.18,0.08,44.52,1.43,8.83,1.89,0.75,13.74,2.6,3.0,536.41881,4
Apple Watch Series 6,Cat3,Apple,14,Good,57.11,Consumer Electronics,2018,336.73,37.62,299.11,1.61,10.12,0.29,4.48,1.82,0.4,2.13,2.14,4.5,406.54209399999996,5
Galaxy Note 20,Cat1,HP,19,Broken,89.88,Consumer Electronics,2008,405.52,43.36,362.16,2.56,2.8,2.62,6.71,0.23,0.39,10.4,1.91,1.23,363.404186,3
Pioneer AV Receiver,Cat1,Philips,29,Broken,88.09,Consumer Electronics,2004,548.78,6.52,542.26,4.8,38.45,1.2,8.28,1.91,0.29,13.99,0.5,0.66,505.4346849999999,3
MacBook Pro,Cat4,Apple,3,Good,64.32,Appliance,2019,329.06,33.37,295.69,2.36,9.55,2.33,0.65,0.04,0.07,8.24,1.2,2.21,159.941245,4
Yamaha Receiver,Cat3,Samsung,27,Average,55.5,Consumer Electronics,2004,529.05,42.91,486.14,3.12,7.2,2.72,7.17,1.7,0.9,9.67,1.89,0.11,761.8608940000001,5
LG OLED TV,Cat4,Samsung,14,Broken,92.17,Consumer Electronics,1992,471.35,44.41,426.94,2.32,45.09,0.6,7.21,1.13,0.91,10.36,3.02,0.91,696.728937,4
Dell XPS 13,Cat2,Dell,27,Good,88.93,IT Equipment,1991,453.62,7.41,446.21,1.82,34.11,1.05,3.3,1.39,0.37,14.61,4.67,1.9,377.089327,4
Surface Laptop 4,Cat3,Lenovo,17,Average,66.07,Consumer Electronics,2017,470.48,14.98,455.5,2.34,13.84,0.98,0.61,1.7,0.29,8.2,2.33,6.34,373.63187800000003,5
GoPro Hero 9,Cat3,Toshiba,16,Good,74.24,IT Equipment,2010,548.25,24.58,523.67,3.26,26.5,2.26,7.31,1.58,0.93,2.47,1.63,4.47,779.6159279999999,5
Nintendo Switch,Cat3,Dell,28,Broken,84.32,Consumer Electronics,1999,519.17,42.64,476.53,1.18,40.05,2.18,3.02,1.86,0.68,8.18,4.53,5.46,549.378043,5
Fire TV Stick,Cat3,Philips,20,Broken,91.42,IT Equipment,1994,457.83,47.33,410.5,0.82,37.78,2.24,9.29,1.45,0.72,13.81,3.61,1.08,532.292256,5
Toshiba Fire TV,Cat2,HP,26,Good,72.68,Appliance,2020,304.7,36.6,268.1,0.57,14.24,1.36,2.4,1.65,0.39,0.7,2.3,5.06,341.26025999999996,4
PS5,Cat2,LG,11,Good,67.13,IT Equipment,2008,611.9,46.17,565.73,2.95,30.59,2.41,0.68,1.64,0.32,13.72,4.14,6.06,418.526689,4
Sony Bravia TV,Cat4,Panasonic,8,Good,67.53,IT Equipment,2009,459.25,29.06,430.19,2.02,14.33,2.56,2.75,1.24,0.34,4.91,3.33,6.13,362.76838300000003,4
Bose SoundLink,Cat2,Apple,18,Good,80.22,Appliance,2003,637.12,16.16,620.96,2.4,38.48,2.66,6.39,1.89,0.99,10.75,2.5,4.87,788.77658,4
Sony Alpha A7,Cat1,Dell,1,Average,92.43,Appliance,1999,509.5,16.19,493.31,4.16,25.11,1.91,1.15,1.79,0.66,3.11,3.92,1.29,679.913257,3
Roku Ultra,Cat4,Toshiba,15,Broken,65.46,Consumer Electronics,2021,379.86,7.09,372.77,3.03,20.22,0.99,6.9,1.5,0.16,5.02,4.54,1.83,321.899744,4
Dell XPS 13,Cat1,LG,29,Good,83.0,IT Equipment,2023,335.52,45.25,290.27,2.12,24.32,1.61,1.36,0.26,0.47,7.43,0.18,1.14,388.622298,3
Dell XPS 13,Cat1,LG,14,Broken,60.98,IT Equipment,1998,478.67,8.52,470.15,2.21,31.73,2.06,1.34,0.64,0.88,10.91,0.98,1.62,648.7232730000001,3
Nikon D850,Cat4,Dell,4,Good,58.04,Appliance,2022,575.28,30.39,544.89,4.89,38.32,1.51,9.47,0.91,0.64,5.04,2.06,4.09,657.251306,4
Galaxy Tab S7,Cat3,HP,10,Good,79.16,Appliance,2010,520.65,20.68,499.97,3.62,26.72,2.74,6.05,1.48,0.75,1.74,4.86,2.17,688.9037760000001,5
Fire TV Stick,Cat4,Sony,18,Broken,60.36,IT Equipment,2007,338.06,28.74,309.32,1.57,34.35,1.87,0.79,0.54,0.26,6.88,4.01,1.97,256.588291,4
Galaxy Tab S7,Cat4,Panasonic,30,Broken,76.84,IT Equipment,2021,643.62,44.26,599.36,4.79,47.95,2.17,0.26,0.98,0.42,8.86,4.78,5.33,530.658233,4
Galaxy Tab S7,Cat2,Sony,19,Good,86.37,Appliance,2019,512.54,25.45,487.09,1.57,45.14,1.47,6.32,1.78,0.87,10.34,0.67,4.04,672.548582,4
Fire TV Stick,Cat4,Apple,14,Good,81.18,IT Equipment,2009,555.39,33.89,521.5,3.63,11.9,1.63,9.97,1.26,0.6,13.62,1.3,2.54,591.1216000000001,4
Amazon Echo,Cat2,LG,4,Good,50.63,Consumer Electronics,2010,449.97,16.83,433.14,2.88,30.8,2.71,0.09,1.91,0.27,4.82,4.25,2.14,400.56136,4
Roku Ultra,Cat2,HP,15,Broken,79.85,IT Equipment,2015,276.79,17.89,258.9,0.14,37.74,1.82,3.92,1.18,0.2,0.42,2.78,5.64,186.46279799999996,4
Nintendo Switch,Cat3,Apple,28,Good,67.29,IT Equipment,2014,443.55,30.41,413.14,0.98,48.22,1.29,8.76,0.6,0.77,11.41,4.08,2.81,522.891548,5
Surface Pro 7,Cat4,Lenovo,3,Broken,51.77,Consumer Electronics,1992,334.02,36.61,297.41,2.98,20.08,1.76,7.12,0.31,0.32,1.89,2.17,1.8,347.71250200000003,4
Nikon D850,Cat4,LG,11,Good,86.94,Appliance,2002,430.6,10.07,420.53,1.74,44.03,2.04,0.91,1.1,0.81,5.73,4.55,1.11,610.1264450000001,4
Sony Bravia TV,Cat4,Dell,29,Average,59.38,IT Equipment,1998,264.09,40.18,223.91,0.61,3.64,0.34,0.16,0.53,0.03,14.6,2.23,1.95,76.20759799999999,4
Google Home,Cat3,Sony,26,Good,70.13,Consumer Electronics,2010,461.33,45.45,415.88,2.49,36.18,0.29,8.24,1.08,0.19,10.81,4.33,5.31,290.114498,5
Surface Pro 7,Cat1,Philips,11,Broken,76.88,Appliance,2003,324.57,11.27,313.3,0.64,35.97,0.34,5.12,0.33,0.22,13.6,4.12,2.66,176.008777,3
Denon AV Receiver,Cat3,Samsung,9,Average,65.2,IT Equipment,2014,511.45,45.9,465.55,3.18,42.44,1.85,3.41,0.35,0.07,11.85,4.55,5.42,217.08688,5
Xbox Series X,Cat4,Sony,29,Average,92.97,Appliance,2000,347.57,6.91,340.66,1.48,39.01,2.95,5.16,1.51,0.19,1.7,4.41,2.66,264.662701,4
Galaxy S21,Cat3,Apple,13,Good,67.05,IT Equipment,1993,257.28,37.79,219.49,0.16,39.03,0.68,2.74,0.01,0.32,7.74,4.19,2.65,192.696709,5
Dell XPS 13,Cat2,Philips,29,Good,78.53,IT Equipment,2008,328.94,28.18,300.76,1.38,8.66,1.01,1.1,1.4,0.65,1.92,4.38,1.82,516.1659279999999,4
JBL Charge 4,Cat3,Sony,2,Broken,92.42,IT Equipment,2003,656.62,17.28,639.34,4.13,3.82,0.73,5.98,1.26,0.7,12.64,4.82,6.05,672.858452,5
Canon EOS R5,Cat4,Apple,10,Broken,73.78,Consumer Electronics,1994,412.89,11.95,400.94,1.52,26.04,1.82,2.05,1.52,0.56,13.02,1.52,0.3,478.36291200000005,4
MacBook Pro,Cat4,Dell,14,Broken,70.74,IT Equipment,2024,501.36,40.58,460.78,4.23,48.17,1.62,8.58,0.73,0.76,3.21,3.62,1.33,683.749557,4
Oculus Quest 2,Cat4,Lenovo,6,Average,88.2,Consumer Electronics,2016,640.33,43.78,596.55,4.17,40.31,0.17,8.11,1.67,0.98,8.29,2.55,5.27,856.821075,4
Nikon D850,Cat3,HP,9,Average,81.27,Appliance,2009,533.13,14.58,518.55,2.08,49.12,2.54,4.56,1.05,0.79,11.14,0.37,3.79,613.2602620000001,5
Canon EOS R5,Cat1,Toshiba,8,Broken,55.89,IT Equipment,2014,586.23,17.55,568.68,3.45,34.94,2.44,9.72,1.64,0.9,12.32,0.19,1.22,774.8876839999999,3
Pioneer AV Receiver,Cat3,Lenovo,9,Average,71.95,IT Equipment,1990,434.75,48.76,385.99,1.94,0.51,0.52,5.46,0.15,0.99,14.84,2.25,0.2,671.2074449999999,5
Garmin Forerunner,Cat3,Dell,29,Broken,52.2,Appliance,2006,529.83,43.71,486.12,3.93,17.33,2.08,5.61,1.54,0.5,7.51,1.58,3.13,563.816093,5
Pixel 5,Cat3,LG,28,Good,53.94,IT Equipment,2018,536.89,18.69,518.2,2.6,24.12,0.87,7.39,0.25,0.48,14.75,1.4,6.67,417.65734999999995,5
HP Spectre,Cat4,Toshiba,10,Average,76.34,Consumer Electronics,2002,402.62,41.43,361.19,1.62,2.35,0.2,4.54,0.72,0.18,12.33,2.38,6.18,222.279763,4
Canon EOS R5,Cat3,Dell,1,Broken,68.96,Consumer Electronics,2004,506.94,5.12,501.82,3.84,46.09,1.03,6.03,1.69,0.54,0.84,1.13,5.79,589.984993,5
Samsung Blu-ray Player,Cat2,Lenovo,30,Broken,68.17,Appliance,2019,534.18,19.7,514.48,4.64,46.07,1.12,7.51,0.81,0.35,10.96,2.23,2.27,473.1382529999999,4
Garmin Forerunner,Cat4,HP,12,Good,62.74,Consumer Electronics,2016,426.58,48.93,377.65,4.53,46.88,0.6,3.3,0.37,0.08,5.66,2.11,3.22,289.17028600000003,4
Galaxy S21,Cat3,Lenovo,14,Good,76.06,Consumer Electronics,2015,290.42,31.61,258.81,0.32,1.12,2.95,0.66,0.18,0.32,6.41,2.96,2.94,210.86114600000005,5
Pioneer AV Receiver,Cat3,Sony,4,Average,94.19,IT Equipment,2003,419.1,8.69,410.41,1.52,45.5,0.56,9.76,0.66,0.45,12.37,3.25,3.37,368.91086,5
Amazon Echo,Cat4,LG,4,Broken,61.55,Consumer Electronics,2003,332.32,5.63,326.69,0.15,18.71,2.19,8.86,1.41,0.4,3.56,2.23,5.16,314.02776300000005,4
ThinkPad X1,Cat2,Lenovo,30,Broken,76.48,Consumer Electronics,1992,354.2,45.62,308.58,0.2,36.04,1.91,5.74,1.72,0.52,2.08,2.61,5.3,401.73779599999995,4
MacBook Air,Cat3,Toshiba,30,Average,56.6,Consumer Electronics,2021,475.57,35.65,439.92,2.21,48.54,0.79,8.53,1.7,0.36,12.11,3.73,3.17,407.09533799999997,5
Galaxy Tab S7,Cat3,Toshiba,15,Broken,85.11,Appliance,1999,415.21,15.41,399.8,1.92,42.21,0.66,3.83,0.48,0.68,2.92,3.28,5.45,510.8377930000001,5
PS5,Cat2,Apple,26,Broken,88.58,Consumer Electronics,1992,344.78,41.11,303.67,1.18,13.22,2.92,5.34,0.27,0.08,8.5,3.25,3.7,120.54746000000002,4
PS5,Cat2,Dell,25,Good,70.57,Appliance,2013,503.1,36.34,466.76,4.38,48.15,1.3,0.33,1.24,0.69,3.38,2.92,1.48,678.157307,4
Ring Doorbell,Cat4,Lenovo,19,Good,53.99,Consumer Electronics,2006,479.01,32.62,446.39,4.73,9.02,1.7,7.9,0.97,0.5,5.51,3.69,0.26,572.073224,4
GoPro Hero 9,Cat3,Apple,11,Good,84.48,Consumer Electronics,2004,474.53,22.09,452.44,1.77,43.26,0.4,1.6,1.49,0.85,11.32,0.11,3.39,654.698876,5
DJI Mavic Air 2,Cat2,Toshiba,5,Average,76.29,Appliance,1993,491.28,44.18,447.1,4.6,43.71,2.32,3.55,0.61,0.13,10.16,4.19,0.39,334.915609,4
Galaxy S21,Cat2,LG,29,Average,65.05,Consumer Electronics,1993,557.8,34.46,523.34,4.55,33.35,2.74,4.74,1.66,0.05,5.4,4.16,4.98,343.48417099999995,4
Panasonic Viera,Cat3,Panasonic,7,Broken,85.63,Consumer Electronics,2019,591.09,24.57,566.52,3.14,16.99,0.84,8.59,1.57,0.88,10.55,0.21,5.83,743.918601,5
Pioneer AV Receiver,Cat4,Dell,11,Average,75.22,IT Equipment,2008,370.1,38.9,331.2,1.68,12.97,0.39,9.9,1.18,0.64,9.96,4.46,0.06,512.983891,4
Samsung Blu-ray Player,Cat3,HP,11,Average,60.52,IT Equipment,2022,494.49,23.95,470.54,4.7,21.88,0.32,4.87,1.4,0.32,8.39,4.86,1.34,489.909916,5
Yamaha Receiver,Cat3,Apple,19,Broken,68.89,IT Equipment,2013,552.2,46.39,505.81,2.49,17.06,2.83,1.58,0.45,0.73,12.57,2.7,3.89,567.0390399999999,5
Nest Thermostat,Cat4,LG,22,Broken,93.06,Appliance,2012,647.27,40.36,606.91,3.72,6.72,2.93,9.81,1.93,0.19,14.21,3.2,6.43,397.67735,4
GoPro Hero 9,Cat3,Lenovo,9,Good,83.83,Appliance,2019,535.93,46.67,489.26,4.86,0.27,2.54,4.09,0.88,0.13,12.11,1.51,2.47,362.361521,5
Galaxy Note 20,Cat2,Toshiba,10,Broken,68.89,Appliance,2002,360.24,31.01,329.23,3.76,30.38,2.02,5.04,0.92,0.03,2.42,4.08,0.83,252.676178,4
Bose SoundLink,Cat2,Lenovo,4,Good,78.08,IT Equipment,1996,478.77,41.57,437.2,3.85,4.13,1.48,0.92,1.65,0.95,2.57,3.54,0.05,822.9111889999999,4
Dell XPS 13,Cat1,Samsung,22,Average,70.16,Appliance,1990,292.41,26.97,265.44,0.34,23.22,0.38,4.6,1.95,0.48,6.32,3.11,1.74,396.8247159999999,3
Bose SoundLink,Cat4,Panasonic,30,Average,83.31,IT Equipment,2014,365.32,38.82,326.5,0.52,8.21,2.04,7.35,0.28,0.74,13.13,1.88,0.85,466.06843299999997,4
Samsung QLED TV,Cat3,Samsung,2,Average,90.91,Consumer Electronics,2013,430.89,17.06,413.83,1.91,46.22,2.43,2.86,0.6,0.28,12.34,3.77,1.87,288.38322200000005,5
Samsung Galaxy Watch 3,Cat2,Philips,21,Average,68.99,IT Equipment,1990,595.83,35.54,560.29,2.76,43.07,2.36,8.28,1.94,0.68,11.8,2.33,3.94,631.274093,4
LG OLED TV,Cat1,Philips,4,Average,68.33,IT Equipment,2022,435.11,26.42,408.69,3.03,18.46,0.99,4.86,0.06,0.18,10.79,0.37,5.45,256.565362,3
Sony Bravia TV,Cat1,Philips,23,Broken,65.31,Consumer Electronics,1999,297.27,42.2,255.07,1.53,28.79,1.71,6.01,0.79,0.2,8.08,3.09,0.16,233.35079900000005,3
MacBook Air,Cat1,Lenovo,29,Good,53.19,IT Equipment,2024,613.86,48.02,565.84,4.82,25.79,0.22,7.64,1.96,0.38,9.83,4.58,5.11,560.535943,3
Xbox Series X,Cat1,Samsung,10,Broken,74.97,Consumer Electronics,2022,360.02,33.04,326.98,2.49,17.3,0.25,9.02,1.05,0.07,10.75,1.74,2.77,219.373964,3
Samsung Galaxy Watch 3,Cat1,LG,21,Average,72.42,Appliance,2020,483.92,28.74,455.18,2.52,47.76,0.99,3.37,1.38,0.37,11.26,0.04,4.94,411.12225400000005,3
Sony Alpha A7,Cat4,Dell,30,Average,75.71,Consumer Electronics,2013,406.64,20.5,386.14,2.31,5.81,0.61,3.13,1.1,0.02,8.44,3.92,6.03,185.06952700000002,4
Ring Doorbell,Cat2,Samsung,10,Good,60.88,IT Equipment,2008,528.18,45.48,482.7,2.81,47.87,0.71,4.46,0.59,0.33,13.07,4.1,5.72,360.143345,4
GoPro Hero 9,Cat2,Dell,17,Good,58.94,Appliance,1992,621.52,43.59,577.93,3.73,6.63,1.11,9.98,0.83,0.84,14.17,3.72,3.98,710.401777,4
PS5,Cat2,Lenovo,13,Average,53.91,Consumer Electronics,2018,519.63,6.96,512.67,2.49,7.76,0.41,1.6,1.32,0.35,14.73,1.16,6.6,394.776326,4
Galaxy Tab S7,Cat2,HP,3,Broken,52.43,Appliance,1995,370.5,36.34,334.16,3.71,42.73,0.58,7.39,0.59,0.11,3.49,0.57,3.7,277.820227,4
Sony Alpha A7,Cat4,Lenovo,15,Broken,90.72,Consumer Electronics,2019,388.42,46.9,341.52,1.41,26.17,1.44,6.35,1.03,0.96,2.91,1.47,2.59,675.7724269999999,4
Pioneer AV Receiver,Cat1,Apple,23,Good,53.61,Appliance,2009,287.42,40.25,247.17,1.36,45.86,2.15,6.91,0.29,0.07,4.8,0.62,3.46,124.24993200000003,3
Sony Bravia TV,Cat3,Sony,17,Average,74.23,Consumer Electronics,2012,354.29,6.79,347.5,0.51,36.79,1.62,7.46,0.28,0.81,8.09,3.8,1.36,505.5339750000001,5
Denon AV Receiver,Cat3,Lenovo,14,Broken,87.82,Consumer Electronics,1997,549.28,20.33,528.95,4.33,42.58,2.61,3.3,1.93,0.32,0.94,3.21,5.23,501.74344600000006,5
DJI Mavic Air 2,Cat3,Philips,2,Good,84.0,Appliance,2023,298.64,19.94,278.7,0.09,27.99,1.98,2.81,0.07,0.09,9.2,0.36,5.98,61.681211,5
Galaxy Note 20,Cat1,Lenovo,11,Broken,58.95,Consumer Electronics,2014,335.01,17.83,317.18,1.29,48.26,2.99,1.43,1.58,0.25,4.42,2.38,1.16,293.35306799999995,3
Oculus Quest 2,Cat4,Toshiba,4,Broken,61.03,IT Equipment,1999,348.36,49.52,298.84,1.77,16.77,2.04,2.46,0.75,0.24,6.68,4.46,1.95,266.265121,4
Garmin Forerunner,Cat3,Toshiba,21,Good,60.75,Appliance,2017,407.74,44.17,363.57,2.25,0.22,0.36,1.57,0.58,0.18,10.01,4.74,5.17,245.733534,5
Garmin Forerunner,Cat1,Dell,2,Average,55.68,IT Equipment,1998,485.71,34.51,451.2,2.6,18.77,1.41,7.29,1.6,0.62,8.29,3.19,3.01,570.083249,3
Roku Ultra,Cat1,Philips,25,Broken,52.21,IT Equipment,2015,471.77,35.62,436.15,0.73,8.1,0.38,2.3,1.26,0.86,14.89,0.02,5.27,597.1368219999999,3
Samsung Blu-ray Player,Cat3,Sony,6,Broken,88.51,IT Equipment,2013,490.24,24.08,466.16,3.47,10.16,2.52,8.09,1.76,0.17,7.41,4.23,3.04,364.182378,5
Garmin Forerunner,Cat1,Toshiba,4,Broken,67.89,Appliance,1995,528.98,7.24,521.74,1.08,40.41,2.62,5.0,1.23,0.82,12.21,1.16,4.85,591.1144009999999,3
Amazon Echo,Cat4,Dell,26,Broken,74.66,IT Equipment,2003,247.19,25.59,221.6,0.03,19.52,0.72,6.36,0.78,0.71,2.68,3.42,1.63,450.82209199999994,4
ThinkPad X1,Cat2,Sony,16,Good,50.49,Consumer Electronics,2024,537.72,26.11,511.61,3.8,1.69,0.05,6.43,1.18,0.92,9.73,0.38,3.53,777.6455629999999,4
