Item,Category,Gold,Silver,Platinum,Rhodium,Nickel,Tin,Lithium,Aluminum,Carbon,Profit ($)
Tablet,Cat3,9.48,7.9,6.08,6.94,5.5,3.2,1.98,1.85,8.75,796.24
Air Conditioner,Cat1,4.87,4.88,9.82,6.65,8.36,2.05,4.1,1.15,3.23,768.41
Audio Equipment,Cat4,0.89,1.3,2.56,0.86,6.6,8.76,7.06,9.67,4.19,181.9
Vacuum Cleaner,Cat2,0.4,9.76,7.2,4.07,2.09,2.86,3.61,7.47,1.26,411.11
Laptop,Cat3,2.53,3.56,4.5,2.53,6.25,7.11,6.0,0.92,0.8,367.69
Iron,Cat2,7.81,1.55,9.66,0.52,5.16,8.54,9.29,9.98,9.23,902.46
Microwave Oven,Cat2,6.97,3.37,3.53,1.25,8.93,8.23,3.87,2.68,1.69,533.83
TV,Cat4,4.92,1.73,6.29,3.68,9.12,0.73,1.05,9.39,2.53,579.91
Washing Machine,Cat1,3.56,9.44,2.42,1.57,4.09,4.52,8.36,5.32,4.83,310.14
Laptop,Cat3,9.44,8.18,2.68,8.09,5.68,1.03,1.79,9.72,8.28,612.23
Smartphone,Cat3,6.53,4.82,7.35,9.42,6.17,8.7,7.94,7.02,4.47,717.69
Iron,Cat2,1.06,6.77,6.17,2.29,0.66,6.53,4.18,3.62,5.0,386.69
Iron,Cat2,6.39,8.08,0.65,0.94,6.01,3.37,1.97,1.08,3.4,353.58
iPhone 11,Cat3,0.48,9.7,0.68,6.83,3.11,8.57,3.09,6.31,1.31,65.78
Tablet,Cat3,8.59,1.86,5.74,6.43,7.06,8.85,7.32,8.52,4.55,730.96
Iron,Cat2,9.95,7.29,6.22,4.81,2.62,4.84,3.19,7.09,9.54,826.48
Microwave Oven,Cat2,8.68,6.69,5.52,3.39,3.97,1.21,7.26,2.83,0.34,726.18
Stove,Cat1,6.84,8.59,2.77,6.56,4.35,4.73,3.27,3.23,4.41,489.58
Air Conditioner,Cat1,1.45,1.01,2.56,3.66,6.36,1.76,7.6,0.67,0.66,209.12
Toaster,Cat2,9.29,1.91,4.44,0.58,7.85,7.86,8.16,5.42,7.73,695.72
iPhone 11,Cat3,2.63,3.21,5.61,3.51,3.27,1.95,9.22,7.74,4.46,431.74
Vacuum Cleaner,Cat2,2.83,8.88,9.53,6.98,6.24,3.24,8.67,7.87,5.28,654.92
Smartphone,Cat3,5.41,7.33,8.86,5.53,2.14,3.8,8.17,0.91,2.23,744.85
Vacuum Cleaner,Cat2,8.33,9.11,6.99,1.22,4.18,0.65,6.13,1.48,9.94,789.12
Iron,Cat2,1.63,6.13,0.57,9.37,5.37,8.38,8.72,1.58,7.57,114.38
TV,Cat4,6.43,8.24,9.25,6.77,9.26,6.25,8.62,0.26,7.07,816.54
Speaker,Cat4,3.86,2.09,3.83,5.51,2.33,0.67,4.8,4.91,9.46,396.12
Fridge,Cat1,6.11,0.97,1.95,1.49,0.92,5.96,6.74,5.2,3.34,405.38
Microwave Oven,Cat2,5.17,3.43,4.62,4.29,1.27,6.14,4.59,8.14,0.68,503.67
Washing Machine,Cat1,7.35,7.23,5.53,8.35,1.04,1.96,4.93,8.08,7.28,661.65
Microwave Oven,Cat2,5.68,4.38,0.12,4.35,1.75,1.07,1.84,2.97,9.7,288.08
Speaker,Cat4,5.36,4.04,7.43,7.71,2.48,6.36,2.35,4.12,0.39,663.94
Iron,Cat2,2.64,3.93,7.83,8.01,5.17,4.37,4.14,8.68,7.26,551.66
Microwave Oven,Cat2,7.21,8.68,9.16,8.59,7.16,7.93,3.86,7.86,1.62,850.29
Speaker,Cat4,4.57,8.22,2.52,1.41,4.3,6.59,8.34,7.02,5.96,364.47
Fridge,Cat1,3.43,5.59,9.94,1.41,9.32,8.52,3.57,5.72,5.62,704.62
iPhone 11,Cat3,3.13,2.19,5.73,6.37,9.96,9.93,1.62,1.75,8.86,462.39
Laptop,Cat3,8.43,2.64,0.91,9.93,8.79,2.93,4.75,6.46,8.62,464.67
Fridge,Cat1,3.74,4.56,3.98,6.58,1.53,5.8,3.92,1.38,1.93,399.76
TV,Cat4,4.61,0.68,1.26,1.85,1.9,9.09,6.49,2.24,5.96,294.61
Vacuum Cleaner,Cat2,6.86,5.81,8.42,4.85,3.22,8.08,8.01,1.51,4.57,791.75
Fridge,Cat1,8.12,7.28,1.83,5.18,4.51,5.28,1.8,2.73,1.4,501.37
Washing Machine,Cat1,1.98,2.44,5.95,2.88,6.82,5.82,2.33,3.46,2.73,417.7
Tablet,Cat3,7.42,5.46,3.94,6.01,4.6,3.71,2.79,6.91,6.95,578.96
Monitor,Cat4,6.88,1.03,9.0,5.99,6.49,2.46,1.61,2.02,1.82,821.01
Toaster,Cat2,3.82,8.18,7.28,6.81,7.17,6.72,8.85,6.42,1.84,582.68
iPhone 11,Cat3,3.95,8.69,3.16,9.21,6.44,3.43,4.27,8.33,1.44,368.54
Tablet,Cat3,7.31,4.4,2.2,4.84,0.4,1.19,9.59,7.33,0.85,479.61
Washing Machine,Cat1,8.29,7.75,7.13,5.86,0.41,0.96,7.43,7.32,7.62,793.83
Iron,Cat2,4.91,5.74,8.69,5.73,7.03,9.9,0.15,4.19,7.12,710.45
TV,Cat4,5.32,8.26,1.74,0.36,3.56,7.9,9.59,9.92,7.0,359.56
TV,Cat4,9.61,1.96,4.14,0.46,2.77,7.0,6.94,4.87,9.76,695.31
Speaker,Cat4,1.79,6.28,2.68,3.12,8.65,7.39,2.8,8.19,8.88,235.41
Smartphone,Cat3,5.55,9.2,2.29,8.75,3.16,2.56,1.16,3.55,4.13,400.77
Toaster,Cat2,8.46,5.17,6.86,6.63,6.13,6.38,7.94,3.22,5.94,786.42
Toaster,Cat2,5.56,5.47,1.96,6.35,9.85,3.0,0.84,6.22,9.89,381.54
Toaster,Cat2,2.52,8.54,0.13,6.33,3.61,5.91,7.8,1.29,8.49,135.84
TV,Cat4,9.67,9.36,7.32,5.62,0.2,1.1,3.95,1.32,8.1,872.74
Monitor,Cat4,4.82,4.37,8.9,9.05,0.34,4.8,8.88,9.59,2.7,716.3
Stove,Cat1,7.92,5.01,7.62,1.4,9.89,2.07,4.97,4.99,7.17,800.49
Audio Equipment,Cat4,5.65,7.28,4.11,8.11,6.03,8.99,3.34,2.5,1.98,502.26
Speaker,Cat4,1.72,5.39,8.37,1.48,4.14,1.5,4.69,0.97,5.6,536.16
Microwave Oven,Cat2,7.63,5.29,4.19,9.4,2.8,2.06,7.52,5.76,8.25,602.52
Washing Machine,Cat1,9.94,3.91,5.64,9.96,8.17,2.63,9.71,8.48,4.3,793.01
TV,Cat4,0.99,4.03,3.97,9.39,8.86,3.24,0.57,7.38,1.94,263.85
Vacuum Cleaner,Cat2,1.64,0.91,0.81,1.27,7.14,4.68,5.4,1.36,2.24,124.69
Microwave Oven,Cat2,1.2,7.02,8.52,5.2,7.84,1.3,6.19,4.04,1.09,519.63
Air Conditioner,Cat1,7.94,2.98,7.38,6.56,6.03,5.96,1.21,4.74,9.07,787.47
TV,Cat4,6.61,7.54,5.84,6.04,2.71,5.88,9.47,8.45,9.2,642.17
Speaker,Cat4,0.91,2.75,0.5,3.34,8.19,2.09,3.65,7.78,2.99,73.23
Audio Equipment,Cat4,4.14,9.15,4.54,0.75,0.26,6.31,4.46,2.91,6.94,452.04
Smartphone,Cat3,2.0,8.15,3.61,7.17,6.86,0.87,3.86,3.8,5.38,296.48
Laptop,Cat3,6.47,6.66,9.22,9.96,8.74,2.3,1.75,1.87,6.35,815.91
Monitor,Cat4,0.77,3.26,6.01,2.09,4.19,7.16,3.47,0.93,7.34,361.92
Stove,Cat1,5.85,2.81,9.9,8.76,3.09,6.12,6.19,8.08,8.45,819.66
TV,Cat4,6.66,8.28,6.95,4.38,1.05,3.32,8.78,4.47,7.55,704.45
Monitor,Cat4,7.01,4.97,1.9,0.49,3.8,4.79,4.0,6.24,7.7,449.24
TV,Cat4,3.37,3.03,9.17,9.01,9.23,5.62,8.71,4.24,4.78,658.9
Toaster,Cat2,6.03,5.67,3.29,7.56,9.11,3.71,5.05,4.19,0.15,476.02
Laptop,Cat3,6.94,4.15,1.84,9.89,9.51,4.4,5.59,6.54,0.17,442.19
Stove,Cat1,1.75,9.13,6.57,8.91,5.43,9.37,7.26,0.31,6.93,443.5
Smartphone,Cat3,9.97,8.64,1.5,6.61,9.37,5.87,8.31,8.57,0.77,575.45
Tablet,Cat3,5.72,5.12,7.37,5.56,7.45,1.22,1.25,7.57,6.99,679.01
Smartphone,Cat3,8.24,8.81,4.32,0.75,2.91,2.05,4.47,4.0,6.22,641.48
Fridge,Cat1,6.83,1.82,9.36,4.03,9.45,6.81,7.06,9.65,7.77,838.42
Iron,Cat2,6.35,6.5,0.32,9.93,2.5,7.1,6.08,2.18,3.2,333.05
Audio Equipment,Cat4,7.34,5.27,9.22,7.5,4.71,3.74,4.6,0.82,8.37,857.83
Speaker,Cat4,7.13,2.63,3.13,4.72,6.31,3.43,0.67,7.83,8.9,519.71
Vacuum Cleaner,Cat2,6.1,3.04,3.26,4.8,9.46,7.5,2.45,3.94,6.98,476.42
Toaster,Cat2,4.91,9.88,4.15,4.17,0.2,2.4,2.8,0.8,8.79,469.33
Iron,Cat2,8.43,4.59,9.96,5.76,6.12,9.78,0.18,0.84,3.59,950.78
Smartphone,Cat3,5.84,3.75,8.54,3.96,8.67,0.23,9.95,6.27,8.36,746.81
Monitor,Cat4,3.77,2.91,5.2,0.22,4.93,8.82,9.08,8.86,3.06,465.76
Speaker,Cat4,5.22,6.38,6.64,3.98,9.33,6.68,6.74,3.86,7.05,616.18
Air Conditioner,Cat1,3.25,3.54,6.08,5.67,8.66,8.13,7.19,2.67,4.9,487.77
Vacuum Cleaner,Cat2,8.77,2.32,2.16,5.69,4.75,0.71,4.92,4.07,5.22,548.07
Air Conditioner,Cat1,8.87,1.73,0.48,3.24,6.29,2.67,7.42,6.39,2.93,462.68
Smartphone,Cat3,6.15,5.93,3.53,2.14,2.8,9.33,7.33,0.64,8.34,494.94
Fridge,Cat1,4.03,5.51,9.67,0.2,7.06,5.95,2.95,7.18,6.66,719.51
Vacuum Cleaner,Cat2,8.3,9.42,4.99,0.31,0.25,3.36,9.8,0.48,9.72,680.66
Washing Machine,Cat1,0.99,0.27,2.09,7.34,2.44,2.16,6.9,6.37,7.85,160.86
Toaster,Cat2,1.81,9.34,2.7,7.78,6.33,0.68,4.07,8.01,6.22,239.06
Smartphone,Cat3,0.43,5.82,5.65,0.85,0.53,6.63,3.77,6.46,3.83,327.33
iPhone 11,Cat3,3.49,5.86,0.29,5.72,2.86,6.68,2.23,4.58,9.28,190.55
Monitor,Cat4,3.39,1.1,0.45,8.18,2.99,9.06,3.94,0.96,5.1,191.52
Fridge,Cat1,9.33,6.27,3.2,1.84,7.06,5.49,3.71,4.53,8.54,633.69
Iron,Cat2,7.72,2.52,8.1,6.83,2.04,0.85,5.63,0.39,0.15,814.82
Iron,Cat2,1.56,5.17,2.75,7.35,9.68,6.06,8.21,6.81,0.25,227.21
Air Conditioner,Cat1,1.9,4.78,0.38,7.34,7.46,2.56,9.04,2.99,4.44,116.61
iPhone 11,Cat3,7.67,5.05,8.23,8.82,2.96,3.39,5.17,6.09,1.13,820.84
Microwave Oven,Cat2,8.75,9.73,7.25,8.14,9.64,1.01,2.43,3.36,3.26,824.13
Vacuum Cleaner,Cat2,4.43,1.43,3.79,0.32,1.75,1.45,1.81,4.94,6.74,421.62
Stove,Cat1,4.19,1.3,4.48,0.37,8.3,1.98,7.54,1.82,3.19,446.82
TV,Cat4,4.33,3.85,6.56,1.78,3.0,7.47,3.59,0.36,3.07,566.64
Iron,Cat2,1.24,1.5,9.94,0.46,5.88,2.06,2.11,3.76,3.2,594.5
Iron,Cat2,9.11,0.32,1.73,1.93,6.63,0.28,6.86,4.26,2.75,540.61
TV,Cat4,5.19,6.12,0.59,5.97,8.86,0.95,6.72,3.89,2.88,290.28
iPhone 11,Cat3,9.51,6.77,1.75,5.51,2.76,0.74,5.38,2.87,7.17,564.98
Vacuum Cleaner,Cat2,6.11,7.24,2.93,1.57,8.17,9.53,2.97,4.64,4.25,461.65
Tablet,Cat3,6.02,9.05,8.86,7.41,2.98,3.52,0.81,0.1,1.7,775.82
Iron,Cat2,8.77,9.35,5.01,4.8,8.02,1.84,8.78,8.58,2.0,704.87
Stove,Cat1,7.12,9.37,3.73,5.16,3.04,6.25,4.33,9.08,6.28,555.23
Speaker,Cat4,3.63,3.95,6.71,8.86,7.9,2.98,7.98,1.19,1.18,540.32
Microwave Oven,Cat2,9.25,7.07,1.42,6.8,5.91,9.16,7.5,5.72,9.21,534.9
Vacuum Cleaner,Cat2,2.87,9.13,6.93,2.34,5.0,4.44,2.15,1.34,3.85,517.72
Microwave Oven,Cat2,8.67,9.33,2.99,5.79,5.08,0.49,8.75,7.03,8.52,591.64
Audio Equipment,Cat4,3.94,6.86,2.57,9.87,4.34,9.43,2.6,9.67,8.28,335.47
Washing Machine,Cat1,9.12,0.21,3.95,9.52,8.82,5.97,8.29,4.34,9.55,660.12
Smartphone,Cat3,7.25,4.84,1.18,7.74,2.31,3.4,3.86,2.8,3.43,422.33
Air Conditioner,Cat1,7.33,9.24,0.24,5.6,8.28,0.14,4.53,2.13,7.79,378.44
iPhone 11,Cat3,5.04,9.65,9.55,7.09,9.58,1.19,0.23,6.29,3.14,765.03
Smartphone,Cat3,3.18,5.92,2.19,1.73,3.9,4.99,7.63,2.67,8.84,277.13
Iron,Cat2,6.69,2.7,7.46,3.74,6.74,9.65,1.32,6.85,9.19,730.26
Microwave Oven,Cat2,9.27,4.93,8.64,4.46,0.87,3.0,3.4,9.8,8.3,921.32
Air Conditioner,Cat1,2.12,3.26,8.7,0.97,8.03,8.18,7.93,9.68,8.77,572.46
Smartphone,Cat3,1.73,8.8,9.32,5.59,9.78,3.41,8.45,8.27,8.9,589.62
Audio Equipment,Cat4,4.26,4.29,0.19,9.4,6.96,4.84,6.79,6.15,8.49,222.15
Speaker,Cat4,7.75,2.34,8.53,6.19,5.66,9.19,5.14,1.11,6.03,839.44
Stove,Cat1,1.13,3.88,9.84,8.6,1.94,5.01,8.02,1.8,7.77,585.1
Speaker,Cat4,9.71,3.86,6.39,2.26,0.79,1.48,5.39,4.76,4.53,821.74
iPhone 11,Cat3,2.67,4.79,7.98,9.7,2.14,1.01,9.77,7.94,0.55,561.56
Air Conditioner,Cat1,0.27,3.79,2.84,8.91,9.66,8.49,3.87,0.23,7.52,167.9
iPhone 11,Cat3,8.11,6.44,6.45,1.5,4.04,1.79,3.32,2.38,8.09,747.87
Tablet,Cat3,7.39,2.62,6.22,2.27,0.3,2.36,0.42,6.96,8.36,697.94
Fridge,Cat1,6.88,9.33,7.98,3.12,5.19,0.27,0.8,6.17,9.29,771.06
Iron,Cat2,7.75,4.68,8.59,4.24,5.9,8.7,7.34,8.88,3.42,843.99
Vacuum Cleaner,Cat2,9.22,7.89,2.75,1.42,9.97,1.18,3.5,9.75,4.32,605.06
TV,Cat4,7.61,1.76,4.88,2.36,2.82,8.82,7.02,0.76,1.26,636.61
Air Conditioner,Cat1,9.15,0.27,4.72,3.68,2.11,0.77,7.31,5.4,1.53,702.7
Washing Machine,Cat1,6.29,5.77,7.87,9.31,7.81,5.22,3.13,0.22,0.16,734.26
Stove,Cat1,2.52,6.79,7.69,5.8,5.95,1.63,9.35,2.49,6.67,539.86
Smartphone,Cat3,0.22,2.57,6.07,8.52,6.02,4.37,5.7,6.53,7.13,337.68
Tablet,Cat3,2.08,1.27,0.26,0.13,7.06,0.7,8.78,4.64,3.69,116.97
Laptop,Cat3,4.32,4.1,1.72,1.11,9.61,9.87,9.62,9.34,7.21,307.09
iPhone 11,Cat3,9.83,0.19,4.29,8.3,0.42,1.51,1.62,2.12,4.88,713.01
Vacuum Cleaner,Cat2,0.19,1.78,3.25,5.17,8.51,2.46,1.0,8.41,6.4,184.66
Audio Equipment,Cat4,4.33,2.23,1.24,2.58,4.68,0.36,6.5,8.29,2.63,280.55
Iron,Cat2,9.78,2.29,6.55,6.6,4.29,7.25,5.07,5.65,7.54,833.01
Tablet,Cat3,8.08,1.45,4.73,8.23,1.84,9.55,7.75,1.83,2.04,651.49
Smartphone,Cat3,6.06,4.59,2.4,6.96,2.41,2.3,5.14,6.98,6.81,429.07
Fridge,Cat1,0.11,8.86,8.98,5.36,0.78,2.83,2.7,8.58,5.77,491.7
Smartphone,Cat3,1.47,8.12,8.28,6.71,4.31,1.38,4.85,5.98,3.64,520.62
iPhone 11,Cat3,0.78,6.9,7.89,5.19,0.42,7.37,4.69,1.58,0.32,465.18
Stove,Cat1,6.67,6.76,8.71,5.04,6.43,1.07,0.45,0.88,1.98,798.41
Laptop,Cat3,9.03,8.19,0.5,2.32,3.23,0.82,6.57,5.2,5.48,475.24
Vacuum Cleaner,Cat2,1.43,5.01,1.92,2.54,2.78,9.15,6.51,7.76,2.52,176.22
Fridge,Cat1,2.23,1.27,2.38,6.72,0.58,9.31,1.73,7.23,0.68,238.01
TV,Cat4,4.86,5.66,5.35,8.9,7.96,5.67,7.27,9.21,3.73,528.92
Speaker,Cat4,4.5,1.1,6.76,6.53,6.65,3.29,9.89,7.25,4.37,584.1
Microwave Oven,Cat2,8.93,3.85,2.88,5.76,6.31,7.7,5.16,6.06,9.8,595.54
Audio Equipment,Cat4,4.61,9.84,2.16,0.29,6.08,4.13,5.46,5.2,7.83,348.05
iPhone 11,Cat3,6.34,5.25,4.35,7.24,2.92,9.03,8.52,7.74,6.92,547.82
TV,Cat4,3.62,7.41,0.8,5.84,5.0,8.15,2.38,0.79,5.61,225.2
Smartphone,Cat3,8.45,9.24,5.27,6.61,5.51,2.03,5.88,6.33,4.04,702.98
Washing Machine,Cat1,1.43,1.76,9.11,7.81,0.26,5.68,9.03,6.1,3.31,559.51
Air Conditioner,Cat1,5.25,1.87,6.14,2.68,3.65,3.84,8.92,7.52,9.79,588.15
Laptop,Cat3,8.26,0.4,1.41,3.2,4.59,7.25,1.69,7.72,0.49,481.84
Stove,Cat1,4.78,4.77,8.08,3.18,7.6,1.81,4.29,6.86,4.82,670.68
TV,Cat4,2.97,3.0,8.68,8.54,2.76,2.87,8.78,5.22,4.95,612.83
Smartphone,Cat3,4.14,1.25,6.84,1.03,9.53,2.84,3.14,3.02,4.8,570.82
Fridge,Cat1,6.79,2.52,2.46,8.32,5.32,2.33,4.93,1.0,1.21,467.0
Iron,Cat2,3.84,9.3,3.24,0.97,9.34,7.47,1.48,0.47,0.4,367.88
Audio Equipment,Cat4,7.66,4.58,8.11,4.74,5.92,4.77,2.57,9.16,4.97,813.72
Audio Equipment,Cat4,3.39,7.19,6.25,6.01,2.27,4.32,8.85,6.06,0.16,505.68
Air Conditioner,Cat1,9.1,5.71,8.7,6.34,3.04,4.58,8.67,5.4,1.7,916.69
Monitor,Cat4,1.12,5.97,5.19,0.15,4.63,7.87,7.26,0.18,2.34,336.75
Toaster,Cat2,1.93,8.14,4.34,7.75,3.0,5.58,0.97,1.26,5.68,332.18
Iron,Cat2,7.89,9.24,2.83,9.76,2.57,7.65,5.0,7.2,1.86,544.79
Microwave Oven,Cat2,2.68,5.81,1.89,0.51,0.13,5.16,5.72,6.77,9.67,236.38
Vacuum Cleaner,Cat2,7.96,7.96,9.88,0.78,8.03,0.67,6.06,6.8,5.09,925.19
Tablet,Cat3,4.81,3.19,2.73,0.8,0.17,9.09,6.6,9.84,9.6,384.62
Smartphone,Cat3,6.53,8.11,7.98,7.4,9.98,1.0,3.64,7.0,8.66,753.24
Smartphone,Cat3,2.53,6.39,0.91,4.8,5.33,6.45,1.02,8.13,0.44,176.93
Microwave Oven,Cat2,3.15,6.85,5.72,5.43,0.59,2.51,9.1,3.58,8.39,465.24
Air Conditioner,Cat1,2.01,9.13,1.97,1.13,5.62,1.48,6.03,4.59,5.48,209.66
Laptop,Cat3,2.36,6.09,8.64,6.5,7.72,9.82,9.63,7.13,1.49,582.68
Speaker,Cat4,3.24,2.4,4.35,6.96,8.35,1.07,6.12,6.97,9.02,393.79
Stove,Cat1,6.78,8.64,7.3,4.26,6.68,1.97,0.37,1.33,8.84,729.36
Air Conditioner,Cat1,6.12,0.28,1.4,7.57,0.2,1.65,3.07,6.38,7.23,375.92
TV,Cat4,7.62,6.87,4.69,2.5,5.18,3.79,0.24,7.37,5.79,629.79
Stove,Cat1,6.39,7.61,1.32,0.19,5.33,4.04,2.64,6.49,3.27,389.22
Microwave Oven,Cat2,1.66,6.47,1.81,9.29,1.24,0.87,0.93,3.78,4.46,182.29
Air Conditioner,Cat1,5.64,4.36,6.17,6.38,4.92,1.51,4.32,8.0,3.69,610.32
TV,Cat4,3.82,5.41,8.7,5.61,7.85,9.64,5.78,4.46,8.7,657.24
Microwave Oven,Cat2,8.76,8.94,2.19,9.77,2.93,4.26,3.58,3.41,4.76,553.02
Speaker,Cat4,7.91,9.32,7.75,4.99,0.4,4.6,6.88,0.7,8.05,809.35
Laptop,Cat3,2.63,7.71,5.41,5.03,7.42,9.9,6.67,2.33,8.28,423.81
Tablet,Cat3,5.06,4.19,1.37,2.13,9.78,6.38,1.37,7.84,6.61,324.69
Fridge,Cat1,1.21,9.74,5.14,6.46,7.6,7.13,6.12,9.77,9.92,340.68
Smartphone,Cat3,9.43,5.83,7.6,6.45,8.26,1.83,9.73,7.01,5.34,874.06
TV,Cat4,3.69,5.41,9.13,9.88,6.47,3.11,3.84,9.72,2.46,673.75
Monitor,Cat4,1.54,9.29,2.55,2.35,9.15,0.18,8.97,3.45,6.51,217.76
iPhone 11,Cat3,8.58,2.19,5.68,6.68,3.43,9.54,7.87,4.72,0.39,727.41
Tablet,Cat3,8.54,7.24,5.23,7.01,4.91,1.42,6.67,8.36,7.46,704.09
TV,Cat4,0.36,7.42,0.16,3.12,2.85,4.46,6.09,7.34,9.35,30.64
Air Conditioner,Cat1,7.88,3.04,7.37,0.58,6.08,9.41,9.3,7.5,7.91,784.09
Speaker,Cat4,8.72,5.14,9.74,2.97,4.81,1.74,1.01,6.73,2.39,953.39
Fridge,Cat1,1.22,3.85,9.16,3.65,1.11,4.15,5.63,4.7,9.41,553.05
Speaker,Cat4,3.46,8.56,3.08,7.41,8.9,7.72,8.96,5.72,9.33,340.21
Vacuum Cleaner,Cat2,2.65,9.03,8.28,1.91,8.98,8.29,1.72,9.61,8.99,579.32
Air Conditioner,Cat1,5.96,4.41,0.56,2.64,8.62,4.31,2.53,3.61,2.7,325.58
Laptop,Cat3,7.72,3.22,4.8,3.62,9.51,5.0,0.75,8.55,2.19,638.59
Vacuum Cleaner,Cat2,7.46,0.82,7.48,9.99,8.59,0.2,8.4,4.0,9.94,767.93
Monitor,Cat4,5.0,5.07,9.92,6.82,7.73,8.66,8.91,4.06,2.14,780.38
iPhone 11,Cat3,7.52,4.31,2.27,7.81,7.23,9.69,1.29,9.91,0.48,493.88
Stove,Cat1,3.71,4.0,7.36,0.6,2.09,5.92,0.32,4.46,9.88,579.08
Toaster,Cat2,2.25,6.11,2.94,8.62,2.0,2.34,9.73,0.9,1.28,271.66
Speaker,Cat4,6.26,3.76,8.39,1.21,9.0,4.12,6.48,7.27,0.63,759.49
Fridge,Cat1,4.4,3.44,4.85,6.2,3.76,7.4,2.81,8.14,6.3,478.23
Speaker,Cat4,4.38,2.57,2.63,1.53,1.63,6.29,9.84,7.82,6.13,357.75
Speaker,Cat4,9.07,2.66,0.32,6.54,1.94,6.13,9.54,7.19,7.19,464.47
Toaster,Cat2,2.55,4.14,0.98,3.4,5.37,4.89,3.79,2.6,5.74,180.34
Air Conditioner,Cat1,5.3,9.29,9.67,0.66,7.13,9.16,4.1,2.93,8.22,784.14
TV,Cat4,0.61,8.58,8.25,7.86,3.67,0.17,8.27,4.01,9.59,476.99
iPhone 11,Cat3,9.79,8.45,0.57,0.22,3.44,0.86,2.66,2.72,6.75,516.49
Audio Equipment,Cat4,4.62,2.8,5.22,2.02,6.23,2.66,7.84,7.87,4.9,508.44
Audio Equipment,Cat4,3.45,1.57,8.3,2.63,9.12,1.58,3.8,8.77,3.24,615.3
Washing Machine,Cat1,8.97,6.13,7.55,6.46,3.02,3.31,9.33,3.52,7.58,848.9
Laptop,Cat3,4.39,1.35,7.71,2.28,2.8,0.24,8.41,1.36,2.35,629.63
iPhone 11,Cat3,8.1,8.33,9.15,8.94,2.61,4.1,4.14,5.53,7.02,893.15
Fridge,Cat1,7.15,2.25,5.95,1.52,6.18,9.79,2.62,2.82,6.69,671.69
Monitor,Cat4,3.13,6.82,8.78,6.1,7.11,7.97,5.02,1.57,0.65,628.39
Stove,Cat1,2.03,6.9,4.07,1.24,4.89,8.09,0.24,0.53,6.76,321.99
Speaker,Cat4,3.82,4.28,5.74,6.49,4.55,6.5,0.51,6.94,8.51,497.89
Smartphone,Cat3,0.9,8.06,0.44,6.24,2.53,1.82,2.94,1.26,0.75,72.49
Microwave Oven,Cat2,5.2,0.42,8.23,2.24,1.43,8.02,4.31,7.15,2.96,696.89
Fridge,Cat1,3.29,4.71,7.88,4.69,8.76,7.34,8.65,2.1,5.67,586.83
Laptop,Cat3,1.06,4.23,6.46,8.62,5.59,7.86,2.79,5.44,4.11,400.87
Laptop,Cat3,4.25,1.26,2.75,1.52,5.46,9.24,8.03,0.5,5.33,357.15
Air Conditioner,Cat1,3.99,7.83,9.91,6.07,7.67,5.0,8.75,6.96,9.69,731.73
Smartphone,Cat3,6.83,8.46,5.86,5.12,8.57,4.35,4.48,8.56,9.58,654.63
Tablet,Cat3,9.87,6.34,0.27,2.41,1.21,4.67,5.49,9.76,6.54,503.18
Toaster,Cat2,8.64,4.39,8.82,7.12,7.95,9.65,0.12,9.57,5.86,899.93
Speaker,Cat4,8.75,9.71,2.15,3.78,9.17,9.03,5.86,5.57,7.58,551.0
TV,Cat4,7.65,2.81,5.2,7.49,7.86,9.28,3.91,3.43,3.69,656.4
Smartphone,Cat3,6.58,1.35,9.49,3.61,5.57,9.48,9.07,6.77,9.37,832.83
Laptop,Cat3,3.84,3.94,5.18,7.49,5.21,0.63,1.71,2.37,0.93,468.57
Laptop,Cat3,9.95,9.53,0.7,6.17,1.98,8.64,6.45,9.62,2.89,532.06
Fridge,Cat1,0.96,5.87,9.04,7.3,7.54,2.69,1.98,7.14,6.56,535.06
Stove,Cat1,7.21,3.42,0.58,9.92,6.22,0.37,0.4,3.16,7.54,387.4
Laptop,Cat3,4.85,3.4,3.49,0.42,3.48,8.3,9.95,2.96,3.7,427.46
Microwave Oven,Cat2,8.31,8.19,3.16,6.76,8.36,3.85,3.28,9.98,4.32,582.52
Stove,Cat1,8.11,7.48,4.4,9.97,5.44,5.34,5.86,6.04,8.78,638.71
Tablet,Cat3,2.89,1.54,1.62,3.12,6.64,9.94,8.32,2.04,9.91,229.96
Monitor,Cat4,4.0,5.38,1.51,1.38,5.47,5.43,8.27,1.52,0.71,280.71
Stove,Cat1,1.71,1.49,7.93,2.65,9.46,8.82,4.1,9.72,3.4,510.07
Audio Equipment,Cat4,7.79,8.74,6.81,3.21,8.28,3.45,8.05,2.6,6.48,752.84
Fridge,Cat1,1.87,3.59,5.23,2.68,5.75,3.52,1.77,6.06,0.28,374.32
Smartphone,Cat3,8.67,1.11,5.92,3.72,1.54,2.1,1.39,9.3,5.53,743.91
Washing Machine,Cat1,3.59,8.56,6.05,9.45,4.93,2.39,2.09,1.87,7.13,505.58
Air Conditioner,Cat1,0.95,0.7,4.22,8.05,3.57,1.76,4.57,2.75,2.19,273.27
TV,Cat4,9.83,8.3,3.34,5.14,4.52,6.59,2.72,1.58,8.27,666.91
Stove,Cat1,6.89,5.47,4.78,7.62,2.05,5.86,1.6,7.85,3.18,597.94
